id,title,viewCount,valid
https://www.youtube.com/watch?v=sjlkxcwhpwA,Aşkın Odu Ciğerimi | YUNUS EMRE Klibi,14994,1.0
https://www.youtube.com/watch?v=lfy8tbM0q18,Vai Sofrer - Eder de Oliveira (OFICIAL 2014),5224,1.0
https://www.youtube.com/watch?v=2ul-hWVNIC0,Th eRockers/Inside Outside,4828,1.0
https://www.youtube.com/watch?v=spcz4MLQKD0,Huz - En Avant (feat. Bellucci),4600,1.0
https://www.youtube.com/watch?v=D9ffTk7-2aI,Base de Rap | Boom Bap | Agresivo | Underground | Freestyle Beat | Hip Hop Instrumental,3820,1.0
https://www.youtube.com/watch?v=GUC6UqXjU44,"Kamel Igman ... Ayen A Thayr iw , Slam fella wen , Huz Huz",3762,1.0
https://www.youtube.com/watch?v=8MAWFIM-2aI,Enamorado,3481,1.0
https://www.youtube.com/watch?v=btMBUL8_liA,La foudre,2462,1.0
https://www.youtube.com/watch?v=ngJ71Np-qFY,Orli - Internet Explorer (Prod. Amaro JNT),2227,1.0
https://www.youtube.com/watch?v=XJt-4KKCZBA,George X - Nahuati (PHCK Remix) [Sound Avenue],1893,1.0
https://www.youtube.com/watch?v=tnOuMlDUgu8,Justin Sane &amp; Huz - It&#39;s Not Over (Official Music Video),1329,1.0
https://www.youtube.com/watch?v=xe8-Y1oVQeU,A Revolta Social “BP” ⛔ 🇧🇷 (ARS PRODUÇÕES),1305,1.0
https://www.youtube.com/watch?v=Gq5-cpb5f7E,Leoparte - Floodlands (2015),1185,1.0
https://www.youtube.com/watch?v=vhWoHF9-qfY,Parry Gripp - Nice Big Monster Truck [Official 4K Video],1177,1.0
https://www.youtube.com/watch?v=GQ5-Y-n_Djw,Romantic States - Jason Hatred,851,1.0
https://www.youtube.com/watch?v=dCish9XM5bE,"iskander- De cuando en cuando (Official Lyric Video) Previo ""De Amor y Raíces""",30423,1.0
https://www.youtube.com/watch?v=0M24ENnb4gE,CEE OF U.K.V. IS YOU IS MUSIC VIDEO,764,1.0
https://www.youtube.com/watch?v=fadPaKn-xe8,Dime - Refill (VIDEOCLIP OFICIAL),730,1.0
https://www.youtube.com/watch?v=ORurdsjkJMQ,Huz Kai - Crush (Visualizer),697,1.0
https://www.youtube.com/watch?v=WGMa6qh-qFY,SOLO VOY - M R F,552,1.0
https://www.youtube.com/watch?v=dpjUrLEgYKI,Justin Sane &amp; Huz - Days With You (Official Music Video),491,1.0
https://www.youtube.com/watch?v=32MsxqBbe08,Merseil - Hi Marimba (Original),449,1.0
https://www.youtube.com/watch?v=D6uH2mKJRUA,Huz - Curious (Original Mix),440,1.0
https://www.youtube.com/watch?v=xjt-NS8R2LA,Garcia - Anseio (Prod. Pacific),405,1.0
https://www.youtube.com/watch?v=ThtO-8h-qfY,Briango - Bachata de Amor  Lyrics,397,1.0
https://www.youtube.com/watch?v=DwgdKSKGMLQ,HUZ - Panamera,388,1.0
https://www.youtube.com/watch?v=xJt-wTjGkN8,[M/V] 도시 of 레인보우 페이퍼 (Dosi of Rainbow paper) - 겨울향기 (Memories of winter) (Official Music Video),365,1.0
https://www.youtube.com/watch?v=xJt--P13x3s,04. Stiinte Oculte - Sa Cada Ploaia,113,1.0
